UDI,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure
7675.0,300.5,311.6,1509.0,47.2,202.0,0.0
7676.0,300.5,311.6,1447.0,45.4,204.0,0.0
7677.0,300.6,311.7,1448.0,49.1,206.0,0.0
7678.0,300.6,311.7,1428.0,52.6,208.0,0.0
7679.0,300.6,311.7,1389.0,52.1,210.0,0.0
7680.0,300.7,311.7,1635.0,32.4,213.0,0.0
7681.0,300.7,311.7,1395.0,43.7,215.0,0.0
7682.0,300.7,311.8,1443.0,43.7,217.0,0.0
7683.0,300.7,311.7,1412.0,49.1,219.0,0.0
7684.0,300.7,311.7,1524.0,43.5,222.0,0.0
7685.0,300.7,311.8,1407.0,42.4,224.0,0.0
7686.0,300.8,311.7,1397.0,43.5,227.0,0.0
7687.0,300.7,311.7,1504.0,36.9,229.0,0.0
7688.0,300.7,311.7,2097.0,18.9,232.0,1.0
7689.0,300.6,311.7,1553.0,39.8,0.0,0.0
7690.0,300.6,311.7,1432.0,39.2,2.0,0.0
7691.0,300.5,311.6,1577.0,36.5,4.0,0.0
7692.0,300.5,311.5,1370.0,56.1,7.0,0.0
7693.0,300.5,311.6,1506.0,36.2,10.0,0.0
7694.0,300.6,311.6,1964.0,21.4,15.0,0.0
7695.0,300.6,311.7,1500.0,36.7,17.0,0.0
7696.0,300.6,311.7,1488.0,47.7,22.0,0.0
7697.0,300.6,311.5,1282.0,60.2,24.0,0.0
7698.0,300.5,311.4,1400.0,45.1,29.0,0.0
7699.0,300.6,311.5,1419.0,38.6,31.0,0.0
7700.0,300.7,311.5,1441.0,40.6,33.0,0.0
7701.0,300.7,311.6,1348.0,62.5,36.0,0.0
7702.0,300.8,311.7,1468.0,38.7,39.0,0.0
7703.0,300.7,311.7,1701.0,30.8,44.0,0.0
7704.0,300.7,311.7,1864.0,23.6,47.0,0.0
7705.0,300.6,311.6,1630.0,31.8,52.0,0.0
7706.0,300.5,311.5,1316.0,49.7,55.0,0.0
7707.0,300.5,311.5,1708.0,31.2,57.0,0.0
7708.0,300.5,311.4,1679.0,27.5,59.0,0.0
7709.0,300.5,311.4,1709.0,32.3,64.0,0.0
7710.0,300.5,311.4,1445.0,41.5,66.0,0.0
7711.0,300.5,311.4,1390.0,51.9,68.0,0.0
7712.0,300.4,311.4,1309.0,55.5,71.0,0.0
7713.0,300.5,311.5,1499.0,37.6,73.0,0.0
7714.0,300.5,311.4,2072.0,18.8,75.0,0.0
7715.0,300.5,311.5,1487.0,43.0,78.0,0.0
7716.0,300.5,311.5,1302.0,49.6,80.0,0.0
7717.0,300.5,311.5,1378.0,48.2,82.0,0.0
7718.0,300.5,311.6,1365.0,53.0,85.0,0.0
7719.0,300.6,311.7,1427.0,44.6,87.0,0.0
7720.0,300.6,311.7,1535.0,33.3,92.0,0.0
7721.0,300.5,311.6,1476.0,41.7,97.0,0.0
7722.0,300.5,311.6,1425.0,42.4,102.0,0.0
7723.0,300.5,311.7,1409.0,54.7,104.0,0.0
7724.0,300.5,311.6,1730.0,30.2,106.0,0.0
7725.0,300.5,311.6,1454.0,41.4,108.0,0.0
7726.0,300.6,311.7,1744.0,26.9,111.0,0.0
7727.0,300.8,311.9,1761.0,29.0,113.0,0.0
7728.0,300.7,311.9,1657.0,30.9,116.0,0.0
7729.0,300.7,311.8,1420.0,47.0,119.0,0.0
7730.0,300.7,311.9,1329.0,59.2,121.0,0.0
7731.0,300.6,311.9,1472.0,44.2,126.0,0.0
7732.0,300.6,312.0,1566.0,30.1,128.0,0.0
7733.0,300.6,312.0,1430.0,42.7,130.0,0.0
7734.0,300.6,312.0,1481.0,40.9,132.0,0.0
7735.0,300.6,312.0,1670.0,29.4,134.0,0.0
7736.0,300.6,312.0,1406.0,55.1,136.0,0.0
7737.0,300.6,312.1,1354.0,46.9,138.0,0.0
7738.0,300.5,312.0,1985.0,19.3,143.0,0.0
7739.0,300.5,312.0,1263.0,60.8,146.0,0.0
7740.0,300.5,311.9,1576.0,31.1,149.0,0.0
7741.0,300.5,312.0,1453.0,45.1,151.0,0.0
7742.0,300.5,312.0,1478.0,39.0,153.0,0.0
7743.0,300.5,311.9,1323.0,57.9,155.0,0.0
7744.0,300.5,311.9,1710.0,28.4,158.0,0.0
7745.0,300.4,311.7,1314.0,59.5,160.0,0.0
7746.0,300.4,311.7,1460.0,39.6,162.0,0.0
7747.0,300.4,311.7,1508.0,45.4,164.0,0.0
7748.0,300.5,311.8,1331.0,55.3,167.0,0.0
7749.0,300.4,311.7,1515.0,47.4,170.0,0.0
7750.0,300.4,311.6,1674.0,33.0,172.0,0.0
7751.0,300.4,311.7,1444.0,51.2,174.0,0.0
7752.0,300.4,311.7,1398.0,42.6,176.0,0.0
7753.0,300.4,311.7,1832.0,24.2,179.0,0.0
7754.0,300.5,311.8,1591.0,42.0,182.0,0.0
7755.0,300.4,311.7,1478.0,39.9,185.0,0.0
7756.0,300.4,311.8,1362.0,47.6,188.0,0.0
7757.0,300.5,311.8,1368.0,57.9,191.0,1.0
7758.0,300.3,311.7,1723.0,28.3,193.0,0.0
7759.0,300.4,311.8,1689.0,30.8,196.0,0.0
7760.0,300.4,311.8,1272.0,59.2,198.0,1.0
7761.0,300.4,311.7,1511.0,33.0,200.0,0.0
7762.0,300.4,311.6,1715.0,30.8,203.0,0.0
7763.0,300.3,311.5,1400.0,43.8,0.0,0.0
7764.0,300.4,311.6,1200.0,76.6,3.0,1.0
7765.0,300.4,311.7,1555.0,38.7,5.0,0.0
7766.0,300.3,311.6,1427.0,56.2,8.0,0.0
7767.0,300.3,311.4,1318.0,52.7,13.0,0.0
7768.0,300.2,311.4,1319.0,54.6,15.0,0.0
7769.0,300.2,311.4,1960.0,20.9,20.0,0.0
7770.0,300.3,311.5,1552.0,38.9,23.0,0.0
7771.0,300.3,311.5,1548.0,32.2,25.0,0.0
7772.0,300.3,311.6,1709.0,29.5,27.0,0.0
7773.0,300.3,311.5,1464.0,41.0,29.0,0.0
7774.0,300.3,311.4,1759.0,24.8,34.0,0.0
7775.0,300.3,311.5,1634.0,31.9,36.0,0.0
7776.0,300.3,311.5,1663.0,33.6,38.0,0.0
7777.0,300.3,311.5,1445.0,47.3,40.0,0.0
7778.0,300.3,311.5,1695.0,25.6,43.0,0.0
7779.0,300.4,311.6,1517.0,39.0,45.0,0.0
7780.0,300.5,311.7,1811.0,26.8,47.0,0.0
7781.0,300.4,311.6,1815.0,23.5,49.0,0.0
7782.0,300.4,311.7,1513.0,40.0,51.0,0.0
7783.0,300.4,311.6,1518.0,36.4,53.0,0.0
7784.0,300.3,311.5,1667.0,28.8,56.0,0.0
7785.0,300.3,311.5,1403.0,60.1,58.0,0.0
7786.0,300.2,311.5,1383.0,42.1,60.0,0.0
7787.0,300.3,311.5,1466.0,46.2,62.0,0.0
7788.0,300.3,311.5,1378.0,47.5,64.0,0.0
7789.0,300.2,311.5,1547.0,40.9,66.0,0.0
7790.0,300.2,311.5,1495.0,38.5,69.0,0.0
7791.0,300.1,311.4,1729.0,29.3,71.0,0.0
7792.0,300.1,311.4,1418.0,47.7,73.0,0.0
7793.0,300.1,311.4,1485.0,40.4,75.0,0.0
7794.0,300.1,311.5,1434.0,40.8,80.0,0.0
7795.0,300.2,311.6,1415.0,55.8,82.0,0.0
7796.0,300.1,311.6,1674.0,29.6,85.0,0.0
7797.0,300.1,311.5,1454.0,52.4,90.0,0.0
7798.0,300.0,311.4,1476.0,39.0,92.0,0.0
7799.0,300.0,311.5,1812.0,28.3,94.0,0.0
7800.0,300.0,311.4,1374.0,41.9,96.0,0.0
7801.0,300.1,311.4,1524.0,40.6,98.0,0.0
7802.0,300.0,311.4,1383.0,49.6,101.0,0.0
7803.0,299.9,311.3,1429.0,58.2,103.0,0.0
7804.0,299.8,311.3,1517.0,41.2,105.0,0.0
7805.0,299.9,311.4,1480.0,44.9,108.0,0.0
7806.0,299.9,311.4,1706.0,28.8,111.0,0.0
7807.0,300.0,311.5,1349.0,48.6,113.0,0.0
7808.0,300.0,311.5,1451.0,49.0,115.0,0.0
7809.0,299.9,311.4,1627.0,36.7,118.0,0.0
7810.0,300.0,311.4,1537.0,35.4,120.0,0.0
7811.0,300.1,311.5,2218.0,17.0,123.0,0.0
7812.0,300.0,311.4,1466.0,39.0,125.0,0.0
7813.0,300.0,311.5,1666.0,32.0,128.0,0.0
7814.0,300.0,311.5,1455.0,41.7,130.0,0.0
7815.0,300.0,311.4,1927.0,24.6,132.0,0.0
7816.0,299.9,311.3,1703.0,28.4,134.0,0.0
7817.0,299.8,311.2,1533.0,35.9,137.0,0.0
7818.0,299.8,311.3,1785.0,25.4,139.0,0.0
7819.0,299.8,311.2,2142.0,16.6,144.0,0.0
7820.0,299.8,311.2,1369.0,46.2,146.0,0.0
7821.0,299.8,311.2,1706.0,29.2,148.0,0.0
7822.0,299.9,311.3,1802.0,24.4,151.0,0.0
7823.0,299.9,311.3,1413.0,41.8,153.0,0.0
7824.0,300.0,311.3,1484.0,53.2,158.0,0.0
7825.0,299.9,311.3,1535.0,38.1,160.0,0.0
7826.0,299.9,311.2,1579.0,35.5,162.0,0.0
7827.0,299.8,311.1,1300.0,64.2,165.0,0.0
7828.0,299.8,311.1,1452.0,44.3,167.0,0.0
7829.0,299.8,311.1,1562.0,35.7,170.0,0.0
7830.0,299.8,311.2,1664.0,28.3,173.0,0.0
7831.0,299.9,311.2,1495.0,35.8,175.0,0.0
7832.0,300.0,311.4,1533.0,42.6,180.0,0.0
7833.0,300.0,311.4,1484.0,37.0,183.0,0.0
7834.0,300.0,311.4,1604.0,38.7,185.0,0.0
7835.0,300.0,311.4,1483.0,45.6,187.0,0.0
7836.0,300.1,311.5,1549.0,34.7,189.0,0.0
7837.0,300.1,311.4,1604.0,35.0,191.0,0.0
7838.0,300.2,311.5,1685.0,31.0,193.0,0.0
7839.0,300.2,311.6,1372.0,49.2,195.0,0.0
7840.0,300.3,311.6,1374.0,47.4,197.0,0.0
7841.0,300.2,311.6,1606.0,31.0,199.0,0.0
7842.0,300.1,311.5,1471.0,47.2,201.0,0.0
7843.0,300.1,311.5,1659.0,31.1,203.0,0.0
7844.0,300.1,311.7,1400.0,48.5,205.0,0.0
7845.0,300.1,311.7,1503.0,42.6,208.0,0.0
7846.0,300.2,311.8,1798.0,23.2,210.0,0.0
7847.0,300.2,311.6,1608.0,35.0,212.0,0.0
7848.0,300.2,311.6,1322.0,50.9,215.0,0.0
7849.0,300.2,311.6,1547.0,37.7,217.0,0.0
7850.0,300.3,311.7,1374.0,47.9,222.0,1.0
7851.0,300.3,311.7,1447.0,36.8,0.0,0.0
7852.0,300.4,311.7,1373.0,47.2,3.0,0.0
7853.0,300.3,311.7,1515.0,37.5,5.0,0.0
7854.0,300.3,311.7,1317.0,56.5,7.0,0.0
7855.0,300.3,311.8,1551.0,37.2,9.0,0.0
7856.0,300.3,311.8,1592.0,32.1,11.0,0.0
7857.0,300.4,311.8,1433.0,42.2,14.0,0.0
7858.0,300.5,311.9,1432.0,43.1,16.0,0.0
7859.0,300.5,311.9,1350.0,51.7,18.0,0.0
7860.0,300.5,311.9,1370.0,44.8,20.0,0.0
7861.0,300.5,312.0,1415.0,44.6,23.0,0.0
7862.0,300.5,312.0,1498.0,42.9,25.0,0.0
7863.0,300.5,312.0,1382.0,54.1,27.0,0.0
7864.0,300.5,311.9,1511.0,44.5,30.0,0.0
7865.0,300.5,311.9,1330.0,59.5,33.0,0.0
7866.0,300.5,311.9,1383.0,50.5,35.0,0.0
7867.0,300.5,311.9,1431.0,49.4,37.0,0.0
7868.0,300.5,312.0,1461.0,38.1,39.0,0.0
7869.0,300.4,311.9,1438.0,46.7,41.0,0.0
7870.0,300.5,312.0,1779.0,27.7,46.0,0.0
7871.0,300.6,312.1,1293.0,52.3,49.0,0.0
7872.0,300.6,312.2,1308.0,54.7,52.0,0.0
7873.0,300.6,312.3,1532.0,37.2,54.0,0.0
7874.0,300.7,312.4,1470.0,38.6,56.0,0.0
7875.0,300.7,312.3,1548.0,37.9,58.0,0.0
7876.0,300.7,312.3,1898.0,24.0,60.0,0.0
7877.0,300.7,312.2,1335.0,49.0,62.0,0.0
7878.0,300.7,312.3,1420.0,53.8,67.0,0.0
7879.0,300.7,312.3,1418.0,49.0,69.0,0.0
7880.0,300.8,312.3,1535.0,40.3,71.0,0.0
7881.0,300.7,312.4,1457.0,47.2,74.0,0.0
7882.0,300.8,312.4,1493.0,39.1,79.0,0.0
7883.0,300.7,312.3,1670.0,27.3,81.0,0.0
7884.0,300.7,312.3,1446.0,45.4,86.0,0.0
7885.0,300.8,312.4,1465.0,59.1,91.0,1.0
7886.0,300.7,312.3,1590.0,36.3,93.0,0.0
7887.0,300.6,312.2,2174.0,18.5,95.0,0.0
7888.0,300.7,312.4,1590.0,37.9,98.0,0.0
7889.0,300.7,312.3,1577.0,33.2,100.0,0.0
7890.0,300.7,312.4,1371.0,61.7,102.0,0.0
7891.0,300.8,312.4,1767.0,25.6,105.0,0.0
7892.0,300.8,312.5,1517.0,39.2,107.0,0.0
7893.0,300.9,312.6,1555.0,40.6,109.0,0.0
7894.0,300.9,312.7,1416.0,43.8,112.0,0.0
7895.0,300.8,312.6,1588.0,35.6,114.0,0.0
7896.0,300.8,312.6,1422.0,50.0,117.0,0.0
7897.0,300.8,312.6,1376.0,53.6,119.0,0.0
7898.0,300.8,312.5,1434.0,50.7,121.0,0.0
7899.0,300.8,312.5,1423.0,47.3,123.0,0.0
7900.0,300.9,312.4,1364.0,52.5,125.0,0.0
7901.0,300.8,312.4,1825.0,23.8,127.0,0.0
7902.0,300.8,312.4,1365.0,44.5,129.0,0.0
7903.0,300.7,312.3,1430.0,47.2,131.0,0.0
7904.0,300.8,312.3,1435.0,44.8,134.0,0.0
7905.0,300.8,312.4,1811.0,25.1,136.0,0.0
7906.0,300.8,312.4,1465.0,43.7,139.0,0.0
7907.0,300.9,312.4,1372.0,51.0,142.0,0.0
7908.0,300.8,312.3,1858.0,26.3,144.0,0.0
7909.0,300.7,312.3,1715.0,26.8,146.0,0.0
7910.0,300.7,312.2,1590.0,38.5,148.0,0.0
7911.0,300.8,312.2,1664.0,25.7,150.0,0.0
7912.0,300.7,312.1,1512.0,36.9,153.0,0.0
7913.0,300.7,312.1,1498.0,44.0,155.0,0.0
7914.0,300.7,312.1,1395.0,41.9,157.0,0.0
7915.0,300.7,312.1,1490.0,43.1,159.0,0.0
7916.0,300.8,312.1,1527.0,35.1,164.0,0.0
7917.0,300.8,312.1,1512.0,37.1,169.0,0.0
7918.0,300.9,312.1,1474.0,42.4,171.0,0.0
7919.0,300.8,312.1,1505.0,41.3,173.0,0.0
7920.0,300.8,312.0,1496.0,40.0,175.0,0.0
7921.0,300.8,312.0,1382.0,49.3,177.0,0.0
7922.0,300.7,311.9,1419.0,47.7,179.0,0.0
7923.0,300.7,311.9,1462.0,39.7,181.0,0.0
7924.0,300.8,312.0,1450.0,45.0,183.0,0.0
7925.0,300.7,311.9,1389.0,46.5,186.0,0.0
7926.0,300.7,311.9,1697.0,28.2,191.0,0.0
7927.0,300.7,311.9,1335.0,57.1,194.0,1.0
7928.0,300.7,311.9,1476.0,42.0,196.0,0.0
7929.0,300.6,311.7,1497.0,43.6,198.0,0.0
7930.0,300.6,311.6,1669.0,29.2,200.0,0.0
7931.0,300.6,311.6,1455.0,48.0,203.0,0.0
7932.0,300.7,311.7,1499.0,38.4,205.0,0.0
7933.0,300.7,311.8,1478.0,41.9,207.0,0.0
7934.0,300.8,311.8,1928.0,21.8,209.0,0.0
7935.0,300.8,311.9,1621.0,28.3,211.0,0.0
7936.0,300.8,311.9,1356.0,44.3,214.0,0.0
7937.0,300.8,311.7,1490.0,46.4,217.0,0.0
7938.0,300.8,311.7,1578.0,31.4,219.0,0.0
7939.0,300.8,311.7,1681.0,31.3,221.0,0.0
7940.0,300.8,311.8,1417.0,43.4,223.0,0.0
7941.0,300.7,311.7,1532.0,40.0,0.0,0.0
7942.0,300.7,311.7,1499.0,38.9,3.0,0.0
7943.0,300.8,311.7,1432.0,45.8,6.0,0.0
7944.0,300.8,311.7,1753.0,29.0,8.0,0.0
7945.0,300.8,311.7,1414.0,49.0,10.0,0.0
7946.0,300.8,311.7,1655.0,32.2,12.0,0.0
7947.0,300.8,311.6,1516.0,35.6,14.0,0.0
7948.0,300.8,311.7,1426.0,45.5,16.0,0.0
7949.0,300.8,311.7,1479.0,39.4,18.0,0.0
7950.0,300.7,311.5,1569.0,36.4,20.0,0.0
7951.0,300.8,311.6,1568.0,36.0,23.0,0.0
7952.0,300.9,311.8,1843.0,24.5,25.0,0.0
7953.0,300.9,311.9,1480.0,40.9,28.0,0.0
7954.0,301.0,312.0,1447.0,36.8,31.0,0.0
7955.0,301.0,311.9,1454.0,41.9,33.0,0.0
7956.0,300.9,311.9,1310.0,56.1,35.0,0.0
7957.0,300.9,311.9,1513.0,38.0,38.0,0.0
7958.0,300.9,311.9,2140.0,16.5,43.0,0.0
7959.0,301.0,312.1,1377.0,49.9,48.0,0.0
7960.0,301.0,312.1,1585.0,32.3,50.0,0.0
7961.0,301.1,312.2,1491.0,42.6,52.0,0.0
7962.0,301.0,312.2,1264.0,59.0,57.0,0.0
7963.0,301.0,312.2,1372.0,47.0,59.0,0.0
7964.0,301.0,312.2,1510.0,39.9,61.0,0.0
7965.0,300.9,312.1,1423.0,40.2,63.0,0.0
7966.0,301.1,312.3,1464.0,35.3,65.0,0.0
7967.0,301.0,312.2,1602.0,35.9,67.0,0.0
7968.0,301.0,312.2,1629.0,32.6,69.0,0.0
7969.0,300.9,312.2,1811.0,23.2,72.0,0.0
7970.0,300.9,312.1,1711.0,28.8,74.0,0.0
7971.0,300.9,312.1,1297.0,48.6,76.0,0.0
7972.0,301.0,312.1,1405.0,46.1,79.0,0.0
7973.0,301.1,312.2,1397.0,54.9,81.0,0.0
7974.0,301.1,312.3,1682.0,29.7,83.0,0.0
7975.0,301.2,312.3,1528.0,38.4,85.0,0.0
7976.0,301.2,312.3,1548.0,38.3,87.0,0.0
7977.0,301.2,312.4,1395.0,47.8,90.0,0.0
7978.0,301.2,312.4,1378.0,59.0,95.0,0.0
7979.0,301.2,312.4,1480.0,53.5,97.0,0.0
7980.0,301.2,312.4,1428.0,36.6,99.0,0.0
7981.0,301.2,312.4,1505.0,39.6,102.0,0.0
7982.0,301.0,312.3,1445.0,36.4,105.0,0.0
7983.0,301.0,312.3,1488.0,42.6,107.0,0.0
7984.0,301.0,312.2,1601.0,33.0,109.0,0.0
7985.0,301.0,312.3,1550.0,34.9,111.0,0.0
7986.0,301.0,312.2,1540.0,34.1,113.0,0.0
7987.0,301.1,312.3,1587.0,34.5,115.0,0.0
7988.0,301.0,312.2,1489.0,40.3,117.0,0.0
7989.0,301.1,312.3,1486.0,34.9,122.0,0.0
7990.0,301.1,312.4,1430.0,37.9,124.0,0.0
7991.0,301.1,312.4,1809.0,25.1,126.0,0.0
7992.0,301.1,312.3,1534.0,39.0,129.0,0.0
7993.0,301.1,312.3,1852.0,25.9,131.0,0.0
7994.0,301.1,312.3,1595.0,31.9,134.0,0.0
7995.0,301.0,312.3,1424.0,43.5,136.0,0.0
7996.0,301.0,312.2,1776.0,28.8,138.0,0.0
7997.0,301.0,312.2,1499.0,41.5,140.0,0.0
7998.0,301.0,312.2,2710.0,9.7,143.0,1.0
7999.0,300.9,312.1,1359.0,51.7,146.0,0.0
8000.0,300.9,312.1,1617.0,31.0,148.0,0.0
8001.0,300.8,312.0,1443.0,53.3,151.0,0.0
8002.0,300.8,312.0,1374.0,50.2,154.0,0.0
8003.0,300.9,312.1,1851.0,23.0,156.0,0.0
8004.0,300.8,312.0,1274.0,67.3,159.0,0.0
8005.0,300.9,312.0,1533.0,44.0,162.0,0.0
8006.0,300.8,312.0,1477.0,37.3,164.0,0.0
8007.0,300.9,312.1,1462.0,46.0,166.0,0.0
8008.0,301.0,312.1,1664.0,28.4,168.0,0.0
8009.0,300.8,311.9,1414.0,41.1,171.0,0.0
8010.0,300.9,312.0,2129.0,17.8,173.0,0.0
8011.0,300.8,311.8,1323.0,61.1,178.0,0.0
8012.0,300.8,311.8,1427.0,43.3,180.0,0.0
8013.0,300.9,312.0,1375.0,56.1,182.0,0.0
8014.0,300.9,312.0,1402.0,50.7,185.0,0.0
8015.0,300.9,312.0,1500.0,44.2,188.0,0.0
8016.0,301.0,312.0,1558.0,37.5,190.0,0.0
8017.0,300.9,312.0,1447.0,41.4,193.0,0.0
8018.0,301.0,312.0,1518.0,39.3,196.0,0.0
8019.0,301.0,311.9,1889.0,23.5,198.0,0.0
8020.0,301.0,312.1,1675.0,30.7,200.0,0.0
8021.0,300.9,312.0,1720.0,27.9,202.0,0.0
8022.0,301.0,312.0,1499.0,34.6,207.0,0.0
8023.0,300.9,312.0,1441.0,43.8,210.0,0.0
8024.0,300.9,312.0,1397.0,42.7,212.0,0.0
8025.0,300.9,312.0,1493.0,38.7,217.0,0.0
8026.0,300.8,312.0,1422.0,50.7,219.0,0.0
8027.0,300.7,311.9,1399.0,50.2,222.0,1.0
8028.0,300.6,311.9,1425.0,44.9,224.0,0.0
8029.0,300.6,311.8,1501.0,44.8,226.0,0.0
8030.0,300.6,311.9,1629.0,35.3,0.0,0.0
8031.0,300.6,312.0,1490.0,42.2,3.0,0.0
8032.0,300.7,312.0,1550.0,32.4,5.0,0.0
8033.0,300.8,312.0,1416.0,46.5,7.0,0.0
8034.0,300.7,311.9,1485.0,38.8,9.0,0.0
8035.0,300.7,311.8,1564.0,36.8,11.0,0.0
8036.0,300.7,311.7,1910.0,19.7,13.0,0.0
8037.0,300.7,311.7,1460.0,46.1,15.0,0.0
8038.0,300.7,311.8,1603.0,34.1,17.0,0.0
8039.0,300.7,311.8,1486.0,47.3,19.0,0.0
8040.0,300.8,311.9,1560.0,31.8,21.0,0.0
8041.0,300.8,311.9,1498.0,39.3,23.0,0.0
8042.0,300.8,311.9,1431.0,48.5,25.0,0.0
8043.0,300.8,311.9,1486.0,45.1,30.0,0.0
8044.0,300.7,311.9,1486.0,35.8,32.0,0.0
8045.0,300.7,311.8,1441.0,38.1,34.0,0.0
8046.0,300.7,311.9,1366.0,55.1,36.0,0.0
8047.0,300.6,311.8,1471.0,41.4,39.0,0.0
8048.0,300.6,311.9,1463.0,38.2,41.0,0.0
8049.0,300.6,311.9,1413.0,41.3,43.0,0.0
8050.0,300.6,311.9,1604.0,30.5,45.0,0.0
8051.0,300.7,312.0,1401.0,51.1,50.0,0.0
8052.0,300.6,311.8,1652.0,27.2,52.0,0.0
8053.0,300.5,311.9,1403.0,45.7,54.0,0.0
8054.0,300.5,311.9,1887.0,21.7,56.0,0.0
8055.0,300.4,311.8,1405.0,47.9,58.0,0.0
8056.0,300.2,311.6,1496.0,41.1,60.0,0.0
8057.0,300.1,311.5,1499.0,43.4,65.0,0.0
8058.0,300.2,311.5,1549.0,37.2,67.0,0.0
8059.0,300.3,311.6,1515.0,44.9,69.0,0.0
8060.0,300.2,311.6,1540.0,37.7,71.0,0.0
8061.0,300.2,311.5,1426.0,44.3,73.0,0.0
8062.0,300.2,311.6,1465.0,41.4,78.0,0.0
8063.0,300.3,311.6,1359.0,54.1,81.0,0.0
8064.0,300.3,311.7,1551.0,36.4,84.0,0.0
8065.0,300.5,311.8,1596.0,34.8,87.0,0.0
8066.0,300.5,311.9,1670.0,26.3,89.0,0.0
8067.0,300.4,311.9,1868.0,21.3,92.0,0.0
8068.0,300.6,312.0,1490.0,39.8,94.0,0.0
8069.0,300.5,311.9,1676.0,35.2,97.0,0.0
8070.0,300.5,311.9,1875.0,22.1,100.0,0.0
8071.0,300.5,312.0,1867.0,23.0,103.0,0.0
8072.0,300.5,312.0,1646.0,29.5,106.0,0.0
8073.0,300.5,312.0,1375.0,43.2,108.0,0.0
8074.0,300.5,312.0,1558.0,36.7,113.0,0.0
8075.0,300.4,312.0,1631.0,34.9,115.0,0.0
8076.0,300.4,312.0,1366.0,43.0,117.0,0.0
8077.0,300.3,311.8,1360.0,48.0,119.0,0.0
8078.0,300.3,311.8,1547.0,39.7,121.0,0.0
8079.0,300.3,311.7,1571.0,31.2,123.0,0.0
8080.0,300.2,311.5,1528.0,36.1,125.0,0.0
8081.0,300.2,311.5,1432.0,43.6,127.0,0.0
8082.0,300.2,311.6,1356.0,53.5,132.0,0.0
8083.0,300.1,311.5,1422.0,46.2,134.0,0.0
8084.0,300.1,311.4,1438.0,42.2,139.0,0.0
8085.0,300.2,311.4,1483.0,44.4,141.0,0.0
8086.0,300.2,311.4,1331.0,49.8,143.0,0.0
8087.0,300.2,311.4,1463.0,37.5,145.0,0.0
8088.0,300.1,311.4,1446.0,40.6,147.0,0.0
8089.0,300.1,311.4,1356.0,45.7,149.0,0.0
8090.0,300.1,311.3,1676.0,30.3,151.0,0.0
8091.0,300.1,311.4,1910.0,23.0,153.0,0.0
8092.0,300.2,311.6,1375.0,56.9,155.0,0.0
8093.0,300.2,311.6,1513.0,40.8,157.0,0.0
8094.0,300.2,311.6,1511.0,35.7,160.0,0.0
8095.0,300.2,311.6,1662.0,28.8,162.0,0.0
8096.0,300.2,311.7,1493.0,48.3,167.0,0.0
8097.0,300.2,311.7,1555.0,37.4,169.0,0.0
8098.0,300.3,311.7,1452.0,41.5,172.0,0.0
8099.0,300.2,311.6,1500.0,39.0,174.0,0.0
8100.0,300.2,311.7,1603.0,30.5,176.0,0.0
8101.0,300.3,311.7,1682.0,27.8,178.0,0.0
8102.0,300.3,311.8,1567.0,37.7,180.0,0.0
8103.0,300.3,311.8,1413.0,46.0,182.0,0.0
8104.0,300.3,311.9,1429.0,41.6,184.0,0.0
8105.0,300.3,311.9,1692.0,31.5,187.0,0.0
8106.0,300.4,311.9,1476.0,48.7,189.0,0.0
8107.0,300.4,312.0,1596.0,30.4,191.0,0.0
8108.0,300.3,311.9,1390.0,49.0,194.0,0.0
8109.0,300.3,311.8,1607.0,33.7,199.0,0.0
8110.0,300.3,311.7,1821.0,26.3,202.0,0.0
8111.0,300.3,311.8,2141.0,18.5,204.0,0.0
8112.0,300.4,311.8,1553.0,33.1,209.0,1.0
8113.0,300.4,311.8,1442.0,45.1,0.0,0.0
8114.0,300.4,311.7,1459.0,45.6,3.0,0.0
8115.0,300.4,311.8,2496.0,13.5,5.0,0.0
8116.0,300.4,311.8,1367.0,57.2,10.0,0.0
8117.0,300.3,311.8,2004.0,19.6,12.0,0.0
8118.0,300.3,311.7,1406.0,47.5,14.0,0.0
8119.0,300.3,311.8,1548.0,33.0,16.0,0.0
8120.0,300.3,311.7,1333.0,55.2,18.0,0.0
8121.0,300.2,311.6,1767.0,26.4,20.0,0.0
8122.0,300.2,311.6,1827.0,27.0,22.0,0.0
8123.0,300.2,311.6,1533.0,46.4,24.0,0.0
8124.0,300.2,311.5,1515.0,36.8,27.0,0.0
8125.0,300.2,311.4,1568.0,41.0,32.0,0.0
8126.0,300.2,311.4,1452.0,47.8,34.0,0.0
8127.0,300.2,311.4,1433.0,37.9,36.0,0.0
8128.0,300.1,311.3,1650.0,33.8,38.0,0.0
8129.0,300.1,311.4,1629.0,31.3,41.0,0.0
8130.0,300.0,311.3,1520.0,39.2,43.0,0.0
8131.0,300.0,311.2,1393.0,43.1,45.0,0.0
8132.0,299.9,311.2,1364.0,49.6,50.0,0.0
8133.0,299.9,311.3,1389.0,50.0,55.0,0.0
8134.0,299.8,311.1,1466.0,46.1,58.0,0.0
8135.0,299.7,311.1,1650.0,32.4,60.0,0.0
8136.0,299.6,311.0,1554.0,36.3,62.0,0.0
8137.0,299.6,310.9,1474.0,39.7,64.0,0.0
8138.0,299.5,310.8,1600.0,32.4,67.0,0.0
